ano,senioridade,contrato,cargo,salario,moeda,usd,residencia,remoto,empresa,tamanho_empresa,residencia_iso3
2025,senior,integral,Data Specialist,75000,USD,75000,US,presencial,US,media,USA
2025,senior,integral,Applied Scientist,260000,USD,260000,US,presencial,US,media,USA
2025,senior,integral,Applied Scientist,140000,USD,140000,US,presencial,US,media,USA
2025,senior,integral,Applied Scientist,298300,USD,298300,US,remoto,US,media,USA
2025,senior,integral,Applied Scientist,186700,USD,186700,US,remoto,US,media,USA
2025,senior,integral,Data Scientist,170000,USD,170000,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,102000,USD,102000,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,155000,USD,155000,US,remoto,US,media,USA
2025,pleno,integral,Data Scientist,140000,USD,140000,US,remoto,US,media,USA
2025,pleno,integral,Consultant,225000,USD,225000,US,presencial,US,media,USA
2025,pleno,integral,Consultant,135000,USD,135000,US,presencial,US,media,USA
2025,senior,integral,Business Intelligence Developer,160000,USD,160000,US,presencial,US,media,USA
2025,senior,integral,Business Intelligence Developer,130000,USD,130000,US,presencial,US,media,USA
2025,junior,integral,Analyst,82900,USD,82900,US,remoto,US,media,USA
2025,junior,integral,Analyst,60800,USD,60800,US,remoto,US,media,USA
2025,pleno,integral,Analyst,140000,USD,140000,US,presencial,US,media,USA
2025,pleno,integral,Analyst,67500,USD,67500,US,presencial,US,media,USA
2025,pleno,integral,Manager,190000,USD,190000,US,presencial,US,media,USA
2025,pleno,integral,Associate,228800,USD,228800,US,presencial,US,media,USA
2025,pleno,integral,Associate,152600,USD,152600,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,240000,USD,240000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,144000,USD,144000,US,presencial,US,media,USA
2025,senior,integral,Engineer,231250,USD,231250,US,presencial,US,media,USA
2025,senior,integral,Engineer,111000,USD,111000,US,presencial,US,media,USA
2025,senior,integral,Associate,92000,USD,92000,US,presencial,US,media,USA
2025,senior,integral,Associate,75000,USD,75000,US,presencial,US,media,USA
2025,senior,integral,Architect,118113,USD,118113,US,presencial,US,media,USA
2025,senior,integral,Architect,94000,USD,94000,US,presencial,US,media,USA
2025,senior,integral,Product Owner,184050,USD,184050,US,presencial,US,media,USA
2025,senior,integral,Product Owner,123500,USD,123500,US,presencial,US,media,USA
2025,pleno,integral,Engineer,100700,USD,100700,US,presencial,US,media,USA
2025,pleno,integral,Engineer,80000,USD,80000,US,presencial,US,media,USA
2025,pleno,integral,Engineer,200000,USD,200000,US,presencial,US,media,USA
2025,pleno,integral,Engineer,140000,USD,140000,US,presencial,US,media,USA
2025,pleno,integral,DevOps Engineer,200000,USD,200000,US,presencial,US,media,USA
2025,pleno,integral,DevOps Engineer,140000,USD,140000,US,presencial,US,media,USA
2025,pleno,integral,Software Engineer,192050,USD,192050,US,presencial,US,media,USA
2025,pleno,integral,Software Engineer,141950,USD,141950,US,presencial,US,media,USA
2025,pleno,integral,Power BI Developer,101500,USD,101500,CA,presencial,CA,media,CAN
2025,pleno,integral,Power BI Developer,54500,USD,54500,CA,presencial,CA,media,CAN
2025,senior,integral,Power BI Developer,126000,USD,126000,CA,presencial,CA,media,CAN
2025,senior,integral,Power BI Developer,68000,USD,68000,CA,presencial,CA,media,CAN
2025,senior,integral,Power BI Developer,134500,USD,134500,US,presencial,US,media,USA
2025,senior,integral,Power BI Developer,72500,USD,72500,US,presencial,US,media,USA
2025,pleno,integral,Power BI Developer,104000,USD,104000,US,presencial,US,media,USA
2025,pleno,integral,Power BI Developer,56000,USD,56000,US,presencial,US,media,USA
2025,senior,integral,Data Management Analyst,197500,USD,197500,US,presencial,US,media,USA
2025,senior,integral,Data Management Analyst,111100,USD,111100,US,presencial,US,media,USA
2025,senior,integral,Engineer,287500,USD,287500,US,presencial,US,media,USA
2025,senior,integral,Engineer,148000,USD,148000,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,160000,USD,160000,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,140000,USD,140000,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,200000,USD,200000,US,remoto,US,media,USA
2025,senior,integral,Data Scientist,150000,USD,150000,US,remoto,US,media,USA
2025,senior,integral,Software Engineer,155200,USD,155200,CA,presencial,CA,media,CAN
2025,senior,integral,Software Engineer,75700,USD,75700,CA,presencial,CA,media,CAN
2025,senior,integral,Software Engineer,237100,USD,237100,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,111100,USD,111100,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,356500,USD,356500,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,184000,USD,184000,US,presencial,US,media,USA
2025,executivo,integral,AI Engineer,225000,USD,225000,US,presencial,US,media,USA
2025,executivo,integral,AI Engineer,200000,USD,200000,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,164450,USD,164450,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,119600,USD,119600,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,159000,USD,159000,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,129000,USD,129000,US,presencial,US,media,USA
2025,pleno,integral,Data Analyst,85000,USD,85000,US,presencial,US,media,USA
2025,pleno,integral,Data Analyst,68000,USD,68000,US,presencial,US,media,USA
2025,senior,integral,Consultant,140791,USD,140791,US,presencial,US,media,USA
2025,senior,integral,Consultant,93861,USD,93861,US,presencial,US,media,USA
2025,junior,integral,Data Analyst,151770,USD,151770,US,presencial,US,media,USA
2025,junior,integral,Data Analyst,91062,USD,91062,US,presencial,US,media,USA
2025,junior,parcial,Data Analyst,135600,USD,135600,US,presencial,US,media,USA
2025,junior,parcial,Data Analyst,66100,USD,66100,US,presencial,US,media,USA
2025,senior,integral,Data Analyst,92220,USD,92220,US,presencial,US,media,USA
2025,senior,integral,Data Analyst,83500,USD,83500,US,presencial,US,media,USA
2025,senior,integral,Data Visualization Engineer,264500,USD,264500,US,presencial,US,media,USA
2025,senior,integral,Data Visualization Engineer,136000,USD,136000,US,presencial,US,media,USA
2025,senior,integral,Machine Learning Engineer,216150,USD,216150,CA,presencial,CA,media,CAN
2025,senior,integral,Machine Learning Engineer,157200,USD,157200,CA,presencial,CA,media,CAN
2025,pleno,integral,Manager,99500,USD,99500,US,presencial,US,media,USA
2025,pleno,integral,Manager,66300,USD,66300,US,presencial,US,media,USA
2025,pleno,integral,Research Scientist,246600,USD,246600,US,remoto,US,media,USA
2025,pleno,integral,Research Scientist,115400,USD,115400,US,remoto,US,media,USA
2025,senior,integral,Architect,170000,USD,170000,US,presencial,US,media,USA
2025,senior,integral,Architect,120000,USD,120000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,179400,USD,179400,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,110500,USD,110500,US,presencial,US,media,USA
2025,senior,integral,Full Stack Developer,425500,USD,425500,US,remoto,US,media,USA
2025,senior,integral,Full Stack Developer,224000,USD,224000,US,remoto,US,media,USA
2025,senior,integral,Architect,287500,USD,287500,US,presencial,US,media,USA
2025,senior,integral,Architect,148000,USD,148000,US,presencial,US,media,USA
2025,senior,integral,Engineer,310500,USD,310500,US,presencial,US,media,USA
2025,senior,integral,Engineer,168000,USD,168000,US,presencial,US,media,USA
2025,senior,integral,Engineer,310500,USD,310500,US,presencial,US,media,USA
2025,senior,integral,Engineer,168000,USD,168000,US,presencial,US,media,USA
2025,senior,integral,Engineer,264500,USD,264500,US,presencial,US,media,USA
2025,senior,integral,Engineer,168000,USD,168000,US,presencial,US,media,USA
2025,senior,integral,Engineer,310500,USD,310500,US,presencial,US,media,USA
2025,senior,integral,Engineer,168000,USD,168000,US,presencial,US,media,USA
2025,senior,integral,Engineer,310500,USD,310500,US,presencial,US,media,USA
2025,senior,integral,Engineer,168000,USD,168000,US,presencial,US,media,USA
2025,senior,integral,System Engineer,310500,USD,310500,US,presencial,US,media,USA
2025,senior,integral,System Engineer,168000,USD,168000,US,presencial,US,media,USA
2025,senior,integral,Engineer,310500,USD,310500,US,presencial,US,media,USA
2025,senior,integral,Engineer,168000,USD,168000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,356500,USD,356500,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,184000,USD,184000,US,presencial,US,media,USA
2025,senior,integral,Data Analyst,107000,USD,107000,US,presencial,US,media,USA
2025,senior,integral,Data Analyst,82000,USD,82000,US,presencial,US,media,USA
2025,senior,integral,Data Analyst,120000,USD,120000,US,presencial,US,media,USA
2025,senior,integral,Data Analyst,100000,USD,100000,US,presencial,US,media,USA
2025,senior,integral,Analytics Engineer,195000,USD,195000,US,presencial,US,media,USA
2025,senior,integral,Analytics Engineer,143400,USD,143400,US,presencial,US,media,USA
2025,pleno,integral,Analyst,161100,USD,161100,US,presencial,US,media,USA
2025,pleno,integral,Analyst,96000,USD,96000,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,280000,USD,280000,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,230000,USD,230000,US,presencial,US,media,USA
2025,senior,integral,Research Engineer,384000,USD,384000,US,presencial,US,media,USA
2025,senior,integral,Research Engineer,213600,USD,213600,US,presencial,US,media,USA
2025,senior,integral,Research Scientist,334600,USD,334600,US,presencial,US,media,USA
2025,senior,integral,Research Scientist,172000,USD,172000,US,presencial,US,media,USA
2025,senior,integral,Analytics Engineer,250000,USD,250000,US,presencial,US,media,USA
2025,senior,integral,Analytics Engineer,176000,USD,176000,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,180000,USD,180000,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,90000,USD,90000,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,184000,USD,184000,US,presencial,US,grande,USA
2025,pleno,integral,Data Scientist,140109,USD,140109,US,presencial,US,grande,USA
2025,pleno,integral,Data Scientist,245700,USD,245700,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,119700,USD,119700,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,135525,USD,135525,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,112736,USD,112736,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,166800,USD,166800,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,73900,USD,73900,US,presencial,US,media,USA
2025,senior,integral,Applied Scientist,260000,USD,260000,US,presencial,US,grande,USA
2025,senior,integral,Applied Scientist,150400,USD,150400,US,presencial,US,grande,USA
2025,pleno,integral,Applied Scientist,223400,USD,223400,US,presencial,US,grande,USA
2025,pleno,integral,Applied Scientist,136000,USD,136000,US,presencial,US,grande,USA
2025,senior,integral,Product Owner,131000,USD,131000,US,presencial,US,media,USA
2025,senior,integral,Product Owner,92000,USD,92000,US,presencial,US,media,USA
2025,senior,integral,Machine Learning Engineer,232000,USD,232000,US,presencial,US,media,USA
2025,senior,integral,Machine Learning Engineer,108000,USD,108000,US,presencial,US,media,USA
2025,senior,integral,Machine Learning Engineer,324000,USD,324000,US,presencial,US,media,USA
2025,senior,integral,Machine Learning Engineer,159000,USD,159000,US,presencial,US,media,USA
2025,senior,integral,Machine Learning Scientist,230450,USD,230450,US,presencial,US,media,USA
2025,senior,integral,Machine Learning Scientist,184300,USD,184300,US,presencial,US,media,USA
2025,pleno,integral,Machine Learning Engineer,340000,USD,340000,US,presencial,US,media,USA
2025,pleno,integral,Machine Learning Engineer,250000,USD,250000,US,presencial,US,media,USA
2025,pleno,integral,Manager,150000,USD,150000,US,presencial,US,media,USA
2025,pleno,integral,Manager,130000,USD,130000,US,presencial,US,media,USA
2025,senior,integral,Data Strategist,212333,USD,212333,US,remoto,US,media,USA
2025,senior,integral,Data Strategist,147000,USD,147000,US,remoto,US,media,USA
2025,senior,integral,Data Strategist,212333,USD,212333,US,remoto,US,media,USA
2025,senior,integral,Data Strategist,147000,USD,147000,US,remoto,US,media,USA
2025,senior,integral,Data Strategist,212333,USD,212333,US,remoto,US,media,USA
2025,senior,integral,Data Strategist,147000,USD,147000,US,remoto,US,media,USA
2025,senior,integral,Backend Engineer,440000,USD,440000,US,presencial,US,media,USA
2025,senior,integral,Backend Engineer,180000,USD,180000,US,presencial,US,media,USA
2025,senior,integral,AI Architect,293900,USD,293900,US,remoto,US,media,USA
2025,senior,integral,AI Architect,121300,USD,121300,US,remoto,US,media,USA
2025,senior,integral,Software Engineer,334600,USD,334600,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,184000,USD,184000,US,presencial,US,media,USA
2025,pleno,integral,Engineer,176000,USD,176000,US,presencial,US,media,USA
2025,pleno,integral,Engineer,77600,USD,77600,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,220881,USD,220881,US,remoto,US,media,USA
2025,senior,integral,Data Engineer,151535,USD,151535,US,remoto,US,media,USA
2025,pleno,integral,Data Engineer,78000,USD,78000,US,presencial,US,media,USA
2025,pleno,integral,Data Engineer,52000,USD,52000,US,presencial,US,media,USA
2025,pleno,integral,Data Engineer,141000,USD,141000,US,presencial,US,media,USA
2025,pleno,integral,Data Engineer,61900,USD,61900,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,209100,USD,209100,US,presencial,US,grande,USA
2025,senior,integral,Data Engineer,154600,USD,154600,US,presencial,US,grande,USA
2025,senior,integral,Data Engineer,202560,USD,202560,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,135040,USD,135040,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,188640,USD,188640,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,125760,USD,125760,US,presencial,US,media,USA
2025,junior,integral,Insight Analyst,86500,USD,86500,US,remoto,US,media,USA
2025,junior,integral,Insight Analyst,60600,USD,60600,US,remoto,US,media,USA
2025,pleno,integral,Research Scientist,237600,USD,237600,US,remoto,US,media,USA
2025,pleno,integral,Research Scientist,146900,USD,146900,US,remoto,US,media,USA
2025,pleno,integral,Software Engineer,312000,USD,312000,US,presencial,US,media,USA
2025,pleno,integral,Software Engineer,130000,USD,130000,US,presencial,US,media,USA
2025,pleno,integral,Developer,198000,USD,198000,US,presencial,US,media,USA
2025,pleno,integral,Developer,86800,USD,86800,US,presencial,US,media,USA
2025,senior,integral,Engineer,202800,USD,202800,US,presencial,US,grande,USA
2025,senior,integral,Engineer,117300,USD,117300,US,presencial,US,grande,USA
2025,pleno,integral,Associate,208750,USD,208750,US,presencial,US,media,USA
2025,pleno,integral,Associate,125250,USD,125250,US,presencial,US,media,USA
2025,senior,integral,Technical Lead,158000,USD,158000,US,presencial,US,media,USA
2025,senior,integral,Technical Lead,116000,USD,116000,US,presencial,US,media,USA
2025,senior,integral,Statistician,125000,USD,125000,US,presencial,US,media,USA
2025,senior,integral,Statistician,110000,USD,110000,US,presencial,US,media,USA
2025,pleno,integral,Manager,180000,USD,180000,US,presencial,US,media,USA
2025,pleno,integral,Manager,90000,USD,90000,US,presencial,US,media,USA
2025,senior,integral,Manager,220000,USD,220000,US,presencial,US,media,USA
2025,senior,integral,Manager,110000,USD,110000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,261500,USD,261500,US,presencial,US,grande,USA
2025,senior,integral,Software Engineer,151300,USD,151300,US,presencial,US,grande,USA
2025,senior,integral,Software Engineer,279000,USD,279000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,217000,USD,217000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,230000,USD,230000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,130000,USD,130000,US,presencial,US,media,USA
2025,senior,integral,Principal Scientist,192400,USD,192400,US,presencial,US,media,USA
2025,senior,integral,Principal Scientist,103600,USD,103600,US,presencial,US,media,USA
2025,pleno,integral,Associate,65000,USD,65000,US,presencial,US,media,USA
2025,pleno,integral,Associate,53400,USD,53400,US,presencial,US,media,USA
2025,senior,integral,Manager,164000,USD,164000,US,presencial,US,media,USA
2025,senior,integral,Manager,131000,USD,131000,US,presencial,US,media,USA
2025,pleno,integral,Consultant,96720,USD,96720,US,presencial,US,media,USA
2025,pleno,integral,Consultant,73840,USD,73840,US,presencial,US,media,USA
2025,senior,integral,Consultant,138320,USD,138320,US,presencial,US,media,USA
2025,senior,integral,Consultant,82160,USD,82160,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,234000,USD,234000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,90000,USD,90000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,125100,USD,125100,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,103182,USD,103182,US,presencial,US,media,USA
2025,pleno,integral,Manager,221837,USD,221837,US,presencial,US,media,USA
2025,pleno,integral,Manager,169437,USD,169437,US,presencial,US,media,USA
2025,junior,integral,Software Engineer,160566,USD,160566,US,presencial,US,media,USA
2025,junior,integral,Software Engineer,107834,USD,107834,US,presencial,US,media,USA
2025,executivo,integral,Engineer,260000,USD,260000,US,presencial,US,media,USA
2025,executivo,integral,Engineer,130000,USD,130000,US,presencial,US,media,USA
2025,senior,integral,Business Analyst,145000,USD,145000,US,presencial,US,media,USA
2025,senior,integral,Business Analyst,110000,USD,110000,US,presencial,US,media,USA
2025,senior,integral,Business Analyst,145000,USD,145000,US,presencial,US,media,USA
2025,senior,integral,Business Analyst,110000,USD,110000,US,presencial,US,media,USA
2025,senior,integral,Engineer,244200,USD,244200,US,presencial,US,media,USA
2025,senior,integral,Engineer,133400,USD,133400,US,presencial,US,media,USA
2025,senior,integral,Machine Learning Engineer,200000,USD,200000,CA,remoto,CA,media,CAN
2025,senior,integral,Machine Learning Engineer,150000,USD,150000,CA,remoto,CA,media,CAN
2025,senior,integral,Machine Learning Engineer,315000,USD,315000,US,presencial,US,media,USA
2025,senior,integral,Machine Learning Engineer,252000,USD,252000,US,presencial,US,media,USA
2025,pleno,integral,Machine Learning Specialist,158000,USD,158000,US,presencial,US,media,USA
2025,pleno,integral,Machine Learning Specialist,69400,USD,69400,US,presencial,US,media,USA
2025,pleno,integral,Manager,322000,USD,322000,US,remoto,US,media,USA
2025,pleno,integral,Manager,230000,USD,230000,US,remoto,US,media,USA
2025,senior,integral,Analyst,162000,USD,162000,US,presencial,US,media,USA
2025,senior,integral,Analyst,138000,USD,138000,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,148800,USD,148800,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,112000,USD,112000,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,148800,USD,148800,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,112000,USD,112000,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,148800,USD,148800,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,112000,USD,112000,US,presencial,US,media,USA
2025,senior,integral,Data Engineer,78810,GBP,99759,GB,presencial,GB,media,GBR
2025,senior,integral,Data Engineer,70929,GBP,89783,GB,presencial,GB,media,GBR
2025,pleno,integral,Data Engineer,53100,GBP,67215,GB,presencial,GB,media,GBR
2025,pleno,integral,Data Engineer,47790,GBP,60493,GB,presencial,GB,media,GBR
2025,senior,integral,Data Engineer,106400,GBP,134683,GB,presencial,GB,media,GBR
2025,senior,integral,Data Engineer,90440,GBP,114481,GB,presencial,GB,media,GBR
2025,pleno,integral,Software Engineer,340000,USD,340000,US,presencial,US,media,USA
2025,pleno,integral,Software Engineer,315000,USD,315000,US,presencial,US,media,USA
2025,pleno,integral,Software Engineer,185000,USD,185000,US,presencial,US,media,USA
2025,pleno,integral,Software Engineer,136000,USD,136000,US,presencial,US,media,USA
2025,pleno,integral,Data Product Owner,104000,USD,104000,US,presencial,US,media,USA
2025,pleno,integral,Data Product Owner,70000,USD,70000,US,presencial,US,media,USA
2025,executivo,integral,Head of Data,220000,USD,220000,US,presencial,US,media,USA
2025,executivo,integral,Head of Data,200000,USD,200000,US,presencial,US,media,USA
2025,pleno,integral,Data Modeler,192300,USD,192300,US,presencial,US,media,USA
2025,pleno,integral,Data Modeler,103800,USD,103800,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,315000,USD,315000,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,220000,USD,220000,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,207000,USD,207000,US,remoto,US,media,USA
2025,senior,integral,Data Scientist,180000,USD,180000,US,remoto,US,media,USA
2025,senior,integral,Data Scientist,132500,USD,132500,US,remoto,US,media,USA
2025,senior,integral,Data Scientist,106000,USD,106000,US,remoto,US,media,USA
2025,pleno,integral,Data Scientist,200000,USD,200000,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,85000,USD,85000,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,90000,GBP,113924,GB,presencial,GB,media,GBR
2025,pleno,integral,Data Scientist,60000,GBP,75949,GB,presencial,GB,media,GBR
2025,senior,integral,Data Scientist,218400,USD,218400,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,145600,USD,145600,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,141400,USD,141400,CA,presencial,CA,media,CAN
2025,senior,integral,Data Scientist,80700,USD,80700,CA,presencial,CA,media,CAN
2025,pleno,integral,Data Analyst,165000,USD,165000,US,presencial,US,media,USA
2025,pleno,integral,Data Analyst,130000,USD,130000,US,presencial,US,media,USA
2025,pleno,integral,Consultant,110300,USD,110300,US,remoto,US,media,USA
2025,pleno,integral,Consultant,78100,USD,78100,US,remoto,US,media,USA
2025,pleno,integral,Data Analyst,110300,USD,110300,US,remoto,US,media,USA
2025,pleno,integral,Data Analyst,78100,USD,78100,US,remoto,US,media,USA
2025,senior,integral,Software Engineer,146640,USD,146640,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,119200,USD,119200,US,presencial,US,media,USA
2025,pleno,integral,Solution Engineer,77500,USD,77500,CA,presencial,CA,media,CAN
2025,pleno,integral,Solution Engineer,65000,USD,65000,CA,presencial,CA,media,CAN
2025,pleno,integral,Associate,216000,USD,216000,US,presencial,US,media,USA
2025,pleno,integral,Associate,157000,USD,157000,US,presencial,US,media,USA
2025,pleno,integral,Product Analyst,115000,USD,115000,US,remoto,US,media,USA
2025,pleno,integral,Product Analyst,90000,USD,90000,US,remoto,US,media,USA
2025,senior,integral,Analyst,200000,USD,200000,US,remoto,US,media,USA
2025,senior,integral,Analyst,150000,USD,150000,US,remoto,US,media,USA
2025,senior,integral,Analyst,155000,USD,155000,US,presencial,US,media,USA
2025,senior,integral,Analyst,132000,USD,132000,US,presencial,US,media,USA
2025,pleno,integral,Full Stack Engineer,80000,GBP,101265,GB,presencial,GB,media,GBR
2025,pleno,integral,Full Stack Engineer,70000,GBP,88607,GB,presencial,GB,media,GBR
2025,pleno,integral,Quantitative Analyst,131000,USD,131000,US,presencial,US,media,USA
2025,pleno,integral,Quantitative Analyst,87000,USD,87000,US,presencial,US,media,USA
2025,senior,integral,Quantitative Analyst,162000,USD,162000,US,presencial,US,media,USA
2025,senior,integral,Quantitative Analyst,102000,USD,102000,US,presencial,US,media,USA
2025,junior,integral,Manager,170000,EUR,178947,IE,presencial,IE,media,IRL
2025,junior,integral,Manager,140000,EUR,147368,IE,presencial,IE,media,IRL
2025,senior,integral,Research Engineer,690000,USD,690000,US,presencial,US,media,USA
2025,senior,integral,Research Engineer,280000,USD,280000,US,presencial,US,media,USA
2025,pleno,integral,Engineer,24000,EUR,25263,MK,remoto,MK,media,MKD
2025,pleno,integral,Engineer,20400,EUR,21473,MK,remoto,MK,media,MKD
2025,pleno,integral,Engineer,24000,EUR,25263,DZ,remoto,DZ,media,DZA
2025,pleno,integral,Engineer,18000,EUR,18947,DZ,remoto,DZ,media,DZA
2025,pleno,integral,Engineer,24000,EUR,25263,EG,remoto,EG,media,EGY
2025,pleno,integral,Engineer,18000,EUR,18947,EG,remoto,EG,media,EGY
2025,pleno,integral,Engineer,24000,EUR,25263,LT,remoto,LT,media,LTU
2025,pleno,integral,Engineer,20400,EUR,21473,LT,remoto,LT,media,LTU
2025,pleno,integral,Engineer,24000,EUR,25263,EE,remoto,EE,media,EST
2025,pleno,integral,Engineer,20400,EUR,21473,EE,remoto,EE,media,EST
2025,pleno,integral,Engineer,33660,EUR,35431,LV,presencial,LV,media,LVA
2025,pleno,integral,Engineer,28260,EUR,29747,LV,presencial,LV,media,LVA
2025,senior,integral,Backend Engineer,33600,USD,33600,EG,presencial,EG,media,EGY
2025,senior,integral,Backend Engineer,22800,USD,22800,EG,presencial,EG,media,EGY
2025,pleno,integral,Manager,115000,USD,115000,US,presencial,US,media,USA
2025,pleno,integral,Manager,94000,USD,94000,US,presencial,US,media,USA
2025,senior,integral,Product Manager,220000,USD,220000,US,remoto,US,media,USA
2025,senior,integral,Product Manager,140000,USD,140000,US,remoto,US,media,USA
2025,senior,integral,Analyst,145000,USD,145000,US,presencial,US,media,USA
2025,senior,integral,Analyst,110000,USD,110000,US,presencial,US,media,USA
2025,senior,integral,Business Intelligence Analyst,168500,USD,168500,US,presencial,US,media,USA
2025,senior,integral,Business Intelligence Analyst,105000,USD,105000,US,presencial,US,media,USA
2025,senior,integral,Business Intelligence Analyst,180500,USD,180500,US,presencial,US,media,USA
2025,senior,integral,Business Intelligence Analyst,113000,USD,113000,US,presencial,US,media,USA
2025,pleno,integral,Actuary,108000,USD,108000,US,presencial,US,media,USA
2025,pleno,integral,Actuary,58000,USD,58000,US,presencial,US,media,USA
2025,pleno,integral,Analyst,180000,USD,180000,US,presencial,US,media,USA
2025,pleno,integral,Analyst,112000,USD,112000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,122999,GBP,155694,GB,presencial,GB,media,GBR
2025,senior,integral,Software Engineer,81999,GBP,103796,GB,presencial,GB,media,GBR
2025,senior,integral,Software Engineer,240000,USD,240000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,190000,USD,190000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,240000,USD,240000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,190000,USD,190000,US,presencial,US,media,USA
2025,pleno,integral,Manager,100000,USD,100000,US,presencial,US,media,USA
2025,pleno,integral,Manager,80000,USD,80000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,297000,USD,297000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,138000,USD,138000,US,presencial,US,media,USA
2025,senior,integral,Product Designer,205000,USD,205000,US,presencial,US,media,USA
2025,senior,integral,Product Designer,157000,USD,157000,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,146640,USD,146640,US,presencial,US,media,USA
2025,senior,integral,Software Engineer,119200,USD,119200,US,presencial,US,media,USA
2025,executivo,integral,Account Executive,381200,CAD,272285,CA,presencial,CA,media,CAN
2025,executivo,integral,Account Executive,170200,CAD,121571,CA,presencial,CA,media,CAN
2025,pleno,integral,Software Engineer,237500,USD,237500,US,presencial,US,media,USA
2025,pleno,integral,Software Engineer,137750,USD,137750,US,presencial,US,media,USA
2025,senior,integral,Statistical Programmer,148800,USD,148800,US,remoto,US,media,USA
2025,senior,integral,Statistical Programmer,99200,USD,99200,US,remoto,US,media,USA
2025,executivo,integral,Head of AI,356000,USD,356000,US,presencial,US,media,USA
2025,executivo,integral,Head of AI,296000,USD,296000,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,165000,USD,165000,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,100000,USD,100000,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,158400,USD,158400,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,105600,USD,105600,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,165000,USD,165000,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,100000,USD,100000,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,138000,USD,138000,US,presencial,US,media,USA
2025,pleno,integral,Data Scientist,86000,USD,86000,US,presencial,US,media,USA
2025,senior,integral,Data Scientist,196400,USD,196400,US,presencial,US,media,USA
